01/01/10,
01/01/10,
01/01/10,
01/01/10,
01/01/10,
01/01/10,
01/01/10,0.1962920833
01/01/10,0.1961184504
01/01/10,0.1956586645
01/01/10,0.1950726601
01/01/10,0.3979414686
01/01/10,1.46528527
01/01/10,3.875120692
01/01/10,5.560189542
01/01/10,5.931057395
01/01/10,8.63395602
01/01/10,5.279759229
01/01/10,1.804146554
01/01/10,0.4736461089
01/01/10,
01/01/10,
01/01/10,
01/01/10,0.1955593338
01/01/10,0.1956052643
02/01/10,0.1957955007
02/01/10,0.1959566324
02/01/10,0.1961021304
02/01/10,0.1962016579
02/01/10,0.1965312856
02/01/10,0.19667621
02/01/10,0.1968304356
02/01/10,0.196253198
02/01/10,0.5134419364
02/01/10,0.5652404512
02/01/10,2.424630911
02/01/10,3.678808599
02/01/10,4.593197709
02/01/10,7.61910459
02/01/10,6.713711577
02/01/10,6.447647491
02/01/10,8.300507482
02/01/10,6.304255154
02/01/10,3.935091101
02/01/10,2.187059927
02/01/10,1.456465268
02/01/10,0.6860048006
02/01/10,0.2326890745
02/01/10,0.1953265995
03/01/10,0.1957323379
03/01/10,0.1959446913
03/01/10,0.1961484609
03/01/10,0.1963654302
03/01/10,0.1965024386
03/01/10,0.1968821873
03/01/10,0.1970085835
03/01/10,0.1964598471
03/01/10,0.6427437372
03/01/10,3.017483479
03/01/10,6.081816448
03/01/10,6.416033074
03/01/10,7.357935524
03/01/10,5.031862921
03/01/10,4.019544286
03/01/10,4.143442315
03/01/10,3.807740308
03/01/10,2.678639138
03/01/10,2.126892564
03/01/10,1.084866141
03/01/10,0.5727395547
03/01/10,0.504618877
03/01/10,0.1951164682
03/01/10,0.1951212784
04/01/10,0.1954528344
04/01/10,0.1957693854
04/01/10,0.1959121642
04/01/10,0.1961254475
04/01/10,0.1963105961
04/01/10,0.196488378
04/01/10,0.1966489204
04/01/10,0.1961944383
04/01/10,0.5713393878
04/01/10,1.315726798
04/01/10,5.388619966
04/01/10,3.801748219
04/01/10,5.779601216
04/01/10,9.025830922
04/01/10,9.343827519
04/01/10,8.735543168
04/01/10,6.961020068
04/01/10,3.941454048
04/01/10,2.984824569
04/01/10,2.847906333
04/01/10,1.50157511
04/01/10,1.122453465
04/01/10,0.3913154733
04/01/10,0.3163018904
05/01/10,0.195022395
05/01/10,0.1952622526
05/01/10,0.30924812
05/01/10,0.1956448356
05/01/10,0.1958077383
05/01/10,0.1957700931
05/01/10,0.1954926315
05/01/10,0.19522814
05/01/10,0.4593323929
05/01/10,1.537374679
05/01/10,1.32759494
05/01/10,2.036380549
05/01/10,4.448794502
05/01/10,6.423794636
05/01/10,8.003241281
05/01/10,8.568766365
05/01/10,10.00149879
05/01/10,8.032703117
05/01/10,4.605774645
05/01/10,7.37820214
